Pcp_File_Version=4
0
11 0 0         x        h  Mat  Lay  Beta  Axz  Bxz  Dxz Temp Conc SConc
1     0.0 -70.5614    1    1     0    1    1    1                
2   -10.0 -70.5614    1    1     0    1    1    1                
3   -20.0 -70.5614    1    1     0    1    1    1                
4   -30.0 -70.5614    1    1     0    1    1    1                
5   -40.0 -70.5614    1    1     0    1    1    1                
6   -50.0 -70.5614    1    1     0    1    1    1                
7   -60.0 -70.5614    1    1     0    1    1    1                
8   -70.0 -70.5614    1    1     0    1    1    1                
9   -80.0 -70.5614    1    1     0    1    1    1                
10  -90.0 -70.5614    1    1     0    1    1    1                
11 -100.0 -70.5614    1    1     0    1    1    1                
0
